disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Does your jurisdiction have a consumption-based emissions inventory?,"col2_Attach your consumption-based inventory, along with any supporting documents","col3_Provide an overview of your consumption-based inventory, including URL links, if applicable, along with any supporting methods/calculations"
2025 Disclosure Cycle,779465,CDP,31172,Mexico City,City,Latin America,Mexico,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,31173,City of Milan,City,Europe,Italy,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,31175,City of Paris,City,Europe,France,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services","CIRIS Standard v2.5_Paris_2023.xlsx,CIRIS Standard v2.5_Paris_2023.xlsx,CIRIS Standard v2.5_Paris_2023.xlsx","Carbon footprint of an average Parisian (2016): The GHG footprint of a Parisian amounts to nearly 11 metric tons of CO2 equivalent (teqCO2). The breakdown by category will be specified in the rest of the report. However, some clarifications can already be provided regarding these results. Approximately 30% of a Parisian's emissions come from Public Investment and Administration. These emissions are the same for every French citizen and cannot be directly reduced by an individual but require national policies and efforts to reduce GHG emissions from public administration.The second category is Consumer Goods, accounting for 19%, followed closely by Individual Mobility at 18% and Food at 15%. These three categories represent over 50% of the total GHG emissions and are the primary areas where Parisians can take action to reduce their emissions.See the study in attached [FR]"
2025 Disclosure Cycle,779465,CDP,31176,Prefeitura do Rio de Janeiro,City,Latin America,Brazil,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,31178,City of Mumbai,City,India,India,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,31179,Municipality of Rotterdam,City,Europe,Netherlands,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,31180,Región Metropolitana de Santiago,City,Latin America,Chile,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to a reason not listed above: La Ley Marco de Cambio Climático (N°21.455), en su articulo 28, establece que el Ministerio de Medio Ambiente deberá elaborar un reglamento para los inventarios regionales GEI, a la fecha aún no se encuentra publicado.",,
2025 Disclosure Cycle,779465,CDP,31181,"City of Philadelphia, PA",City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity",,
2025 Disclosure Cycle,779465,CDP,31182,"City of San Francisco, CA",City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services",,The city completed a consumption-based inventory (CBEI) for 2023 using updated methodology to improve accuracy with the assistance of Cool Climate Network and EcoDataLab. The total emissions for 2023 are estimated at 18.7 million mtCO2e. The CBEI dashboard is linked below: \n\nhttps://ecodatalab-next-live-git-bentest-ecodatalab.vercel.app/cbei/ca/sanfranciscocounty/summary\n
2025 Disclosure Cycle,779465,CDP,31184,Prefeitura de São Paulo,City,Latin America,Brazil,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,31185,City of Warsaw,City,Europe,Poland,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,31186,Changwon City,City,South East Asia & Oceania,Korea (The Republic of),Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,31187,Seoul Metropolitan Government,City,South East Asia & Oceania,Korea (The Republic of),Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to a reason not listed above: Consumption-based inventories are not mandatory for cities to report, and the national government does not currently report a separate consumption-based inventory either.",,
2025 Disclosure Cycle,779465,CDP,31446,Taipei City Government,City,China,East Asia,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,32480,City of Adelaide,City,South East Asia & Oceania,Australia,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to other higher priorities",,
2025 Disclosure Cycle,779465,CDP,32550,"City of Denver, CO",City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services",2023_Denver_GHG_Inventory.xlsx,"Denver tracks consumption activities of food purchases, cement use, water supply and applies the appropriate emissions based on those activities. In the future, Denver plans to conduct an expanded consumption-based inventory."
2025 Disclosure Cycle,779465,CDP,35268,"City of Boston, MA",City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to a reason not listed above: Action adopted in 2019 Climate Action Plan Update, released in October 2019, to be completed within the following 5 years. The action has been deprioritized based on feedback from other jurisdictions that have completed consumption-based inventories.",,
2025 Disclosure Cycle,779465,CDP,35449,City of Zürich,City,Europe,Switzerland,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services","klimabilanz-gesamtstadt-datenherkunft-2024.pdf,netto-null-zwischenbericht-2024.pdf",https://netto-null-cockpit.stadt-zuerich.ch/?node=net_emissions\n\nChoose \'Indirekte Emissionen\' in the target (\'Ziel\') filter at the footer on the left.
2025 Disclosure Cycle,779465,CDP,35475,"City of Calgary, AB",City,North America,Canada,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services",20240408 Calgary Community-wide CBEI Report Final.pdf,Included in the attachment
2025 Disclosure Cycle,779465,CDP,35852,Ankara Metropolitan Municipality,City,UKWW,Türkiye,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,35853,"City of Baltimore, MD",City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to other higher priorities",,
2025 Disclosure Cycle,779465,CDP,35856,Busan Metropolitan City,City,South East Asia & Oceania,Korea (The Republic of),Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to other higher priorities",,
2025 Disclosure Cycle,779465,CDP,35858,City of Cape Town,City,UKWW,South Africa,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to other higher priorities",,
2025 Disclosure Cycle,779465,CDP,35859,"City of Cleveland, OH",City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,35860,"City of Dallas, TX",City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but development of a consumption-based emissions inventory is in progress and will be reported next year",,
2025 Disclosure Cycle,779465,CDP,35863,eThekwini Municipality,City,UKWW,South Africa,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to other higher priorities",,
2025 Disclosure Cycle,779465,CDP,35864,Ekurhuleni Metropolitan Municipality,City,UKWW,South Africa,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,35865,Municipality of Fortaleza,City,Latin America,Brazil,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but development of a consumption-based emissions inventory is in progress and will be reported next year",,
2025 Disclosure Cycle,779465,CDP,35867,Region Metropolitana de Guadalajara,City,Latin America,Mexico,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,35870,"City of Miami, FL",City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,35871,City of Monterrey,City,Latin America,Mexico,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity",,
2025 Disclosure Cycle,779465,CDP,35872,Municipality of Recife,City,Latin America,Brazil,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,35873,Medellín,City,Latin America,Colombia,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,35874,"City of Phoenix, AZ",City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services","FINAL-2022-Community-GHG-Report-English-08132024.pdf,FINAL_Phoenix_Water_System_GHG_Summary_Report_01062023.pdf","Phoenix conducted a consumption-based emissions inventory for the Agriculture, Forestry, and Other Land Uses (AFOLU) sector and local food system that are included in the 2020 emissions inventory (https://www.phoenix.gov/content/dam/phoenix/oepsite/documents/ghg-inventories/2020-community-ghg-report-05092022-final.pdf ). Phoenix also completed a consumption-based emissions inventory for the local water system (https://www.phoenix.gov/content/dam/phoenix/oepsite/documents/climate/cdp/FINAL_Phoenix_Water_System_GHG_Summary_Report_01062023.pdf ). "
2025 Disclosure Cycle,779465,CDP,35877,"City of Pittsburgh, PA",City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,35883,"City of San José, CA",City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,35884,"City of San Diego, CA",City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,35885,Tel Aviv-Yafo Municipality,City,UKWW,Israel,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,35886,City of Turin,City,Europe,Italy,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to other higher priorities",,
2025 Disclosure Cycle,779465,CDP,35894,"Ville de Montreal, QC",City,North America,Canada,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services",ciraig_vdm_inventaire_ges_conso_2017.pdf,"Consumption-based emissions of the jurisdiction have been estimated at 26.1 Mt CO2e for the year 2017. This is equivalent to approximatively 12.8 t CO2e per inhabitant in average. The vast majority of these emissions comes from households' consumption, especially for: use of private vehicules, food consumption (mostly because of meat and dairy products, and restaurants), and use of fossil fuels for heating and cooking.\n\nhttps://portail-m4s.s3.montreal.ca/pdf/ciraig_vdm_inventaire_ges_conso_2017.pdf"
2025 Disclosure Cycle,779465,CDP,35898,Greater Manchester Combined Authority,City,UKWW,United Kingdom,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services",Local_Authority_consumption_accounts_UK_2021.xlsx,"Inventory available for all UK local authorities from https://localfootprint.uk/about/. We use this to understand our consumption emissions, but following advice from the authors, we do not actively monitor this dataset to observe the impact of local actions and policies, but it is helpful to understand the trends in consumption. "
2025 Disclosure Cycle,779465,CDP,35914,Greater Hyderabad Municipal Corporation,City,India,India,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to other higher priorities",,
2025 Disclosure Cycle,779465,CDP,35993,Singapore Government,City,South East Asia & Oceania,Singapore,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to other higher priorities",,
2025 Disclosure Cycle,779465,CDP,36004,City of Abidjan,City,UKWW,Côte d'Ivoire,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services",,
2025 Disclosure Cycle,779465,CDP,36032,Ville de Dakar,City,UKWW,Senegal,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,36037,Santiago de Cali,City,Latin America,Colombia,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services",Inventario de GEI - Santiago de Cali diciembre 2022 - WWF.pdf,"Inventario de GEI de Cali (WWF-DAGMA, período 2016-2021) — descripción breve\n\nResponsables: WWF Colombia junto con el Departamento Administrativo de Gestión del Medio Ambiente (DAGMA) de Cali, y participación de actores como empresas de servicios públicos, Secretaría de Movilidad, entidades regionales como la CVC, y organismos nacionales. \nGobierno de Caldas\n\nAlcance temporal: histórico de emisiones para los años 2016-2021. \nGobierno de Caldas\n\nSectores cubiertos:\n\nTransporte - incluye trayectos urbanos y viajes hacia/a los municipios vecinos. \nGobierno de Caldas\n\nResiduos - emisiones generadas por gestión de residuos sólidos y posiblemente aguas residuales. \nGobierno de Caldas\n\nEnergía estacionaria - uso de energía en viviendas e industrias dentro de la ciudad. \nGobierno de Caldas\n\nAFOLU (Agricultura, Ganadería, Forestación y otros usos del suelo) - aunque su participación es menor en comparación con los anteriores. \nGobierno de Caldas\n\nResultados principales para 2021:\n\nTransporte fue el sector con mayor aporte, representando ≈ 43 % de las emisiones de CO₂ equivalente de la ciudad. \nGobierno de Caldas\n\nEl sector residuos aportó alrededor del 35 %. \nGobierno de Caldas\n\nEnergía estacionaria contribuyó con aproximadamente 22 %. \nGobierno de Caldas\n\nImportancia operativa:\n\nEstablece líneas base para que la administración de Cali identifique los sectores prioritarios donde intervenir para reducir emisiones. \nGobierno de Caldas\n\nPermite evaluar los efectos de la pandemia en las emisiones, mostrando descensos temporales o cambios en patrones de emisión que luego revirtieron cuando la ciudad retomó actividades. \n\n\nIncluye componente de fortalecimiento institucional: WWF entregó una herramienta metodológica para que Cali pueda continuar haciendo estos inventarios de forma más autónoma, con datos de entidades externas/internas. \n\n\n\n\n"
2025 Disclosure Cycle,779465,CDP,36039,Accra Metropolitan Assembly,City,UKWW,Ghana,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,36045,Santiago de Guayaquil,City,Latin America,Ecuador,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,36159,City of Lisbon,City,Europe,Portugal,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity",,
2025 Disclosure Cycle,779465,CDP,36218,Fukuoka City,City,Japan,Japan,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,36219,City of Sapporo,City,Japan,Japan,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to a reason not listed above: 現状、作成・報告に向けての検討に至っていない。",,
2025 Disclosure Cycle,779465,CDP,36285,City of Florence,City,Europe,Italy,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to a reason not listed above: lack of data for goods and product use. Scope 3 has been limited to urban services like water and waste management",,
2025 Disclosure Cycle,779465,CDP,36410,"City of Memphis, TN",City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,36496,City of Palermo,City,Europe,Italy,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,36501,City of Prato,City,Europe,Italy,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to other higher priorities",,
2025 Disclosure Cycle,779465,CDP,37261,City of Pietermaritzburg,City,UKWW,South Africa,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,42120,City of Salvador,City,Latin America,Brazil,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,42178,Distrito Metropolitano de Quito,City,Latin America,Ecuador,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,43907,"City of Indianapolis, IN",City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
