disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Does your jurisdiction have a consumption-based emissions inventory?,"col2_Attach your consumption-based inventory, along with any supporting documents","col3_Provide an overview of your consumption-based inventory, including URL links, if applicable, along with any supporting methods/calculations"
2025 Disclosure Cycle,779465,CDP,862419,Sumbawa Regency,City,South East Asia & Oceania,Indonesia,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,862480,Ibarra,City,Latin America,Ecuador,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity",,
2025 Disclosure Cycle,779465,CDP,862520,Surrey County Council,City,UKWW,United Kingdom,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services",Surrey LACA data 2023.xlsx,2021 data taken from https://localfootprint.uk/
2025 Disclosure Cycle,779465,CDP,862673,"City of Selkirk, MB",City,North America,Canada,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,862909,"Blaine County, ID",City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to other higher priorities",,
2025 Disclosure Cycle,779465,CDP,862946,Manta,City,Latin America,Ecuador,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,862948,Municipalidad de Sucre,City,Latin America,Ecuador,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but development of a consumption-based emissions inventory is in progress and will be reported next year",,
2025 Disclosure Cycle,779465,CDP,862949,Latacunga,City,Latin America,Ecuador,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,863000,Lo Barnechea,City,Latin America,Chile,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,863190,Renca,City,Latin America,Chile,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,863201,Sanggau Regency,City,South East Asia & Oceania,Indonesia,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but development of a consumption-based emissions inventory is in progress and will be reported next year",,
2025 Disclosure Cycle,779465,CDP,863202,Trenggalek Regency,City,South East Asia & Oceania,Indonesia,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,863206,Langsa City,City,South East Asia & Oceania,Indonesia,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,863224,East Central Florida Regional Planning Council,City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to a reason not listed above: Due to the size of the ECFRPC's regional purview this effort is not possible within the next two years.",,
2025 Disclosure Cycle,779465,CDP,863405,"City of Boca Raton, FL",City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,863419,"Town of New Glasgow, NS",City,North America,Canada,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity",,
2025 Disclosure Cycle,779465,CDP,863469,San Bernardo,City,Latin America,Chile,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,863470,Lago Agrio (Nueva Loja),City,Latin America,Ecuador,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,863533,San Antonio,City,Latin America,Chile,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,866887,"City of Bexley, OH",City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to other higher priorities",,
2025 Disclosure Cycle,779465,CDP,866900,Delicias,City,Latin America,Mexico,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services",PAC Delicias.pdf,"En el ámbito energético, se utilizaron datos del Sistema de Información Energética (SIE) de la Secretaría de Energía (SENER), con información de Petróleos Mexicanos (PEMEX) y la Comisión Federal de Electricidad (CFE). Además, se incluyó el Listado de Permisos y sus Características publicado en 2022 por la Comisión Reguladora de Energía (CRE), con información relevante sobre la Termoeléctrica Francisco Villa. Asimismo, se consultó el Anexo de Infraestructura del Sistema Eléctrico Nacional del Programa de Desarrollo del Sistema Eléctrico Nacional (PRODESEN) 2022 de la Secretaría de Energía (SENER).\nPara el contexto estatal, se consideró información del Programa Estatal de Cambio Climático de Chihuahua 2016, así como del Inventario de Emisiones de Gases de Efecto Invernadero en Chihuahua y Proyecciones de Casos de Referencia 1990-2025, elaborado por la Comisión de Cooperación Ecológica Fronteriza.\nA nivel nacional, se integraron datos provenientes del Instituto Nacional de Ecología y Cambio Climático (INECC) y del Instituto Nacional de Estadística, Geografía e Informática (INEGI). \n\nhttps://drive.google.com/file/d/17J7xMcfHL2Z5DQuscRwHnFWWhWEIN7bh/view?usp=drive_link"
2025 Disclosure Cycle,779465,CDP,884005,Dhaka South City,City,India,Bangladesh,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but development of a consumption-based emissions inventory is in progress and will be reported next year",,
2025 Disclosure Cycle,779465,CDP,895653,North Minahasa,City,South East Asia & Oceania,Indonesia,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,895654,Segamat,City,South East Asia & Oceania,Malaysia,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,895681,Majlis Bandaraya Iskandar Puteri,City,South East Asia & Oceania,Malaysia,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,895694,Municipalidad de Quilicura,City,Latin America,Chile,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but development of a consumption-based emissions inventory is in progress and will be reported next year",,
2025 Disclosure Cycle,779465,CDP,900978,Manzanillo,City,Latin America,Cuba,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,917927,North Yorkshire Council,City,UKWW,United Kingdom,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to other higher priorities",,
2025 Disclosure Cycle,779465,CDP,918239,City of Reșița,City,Europe,Romania,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,918254,Skellefteå Municipality,City,Europe,Sweden,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to other higher priorities",,
2025 Disclosure Cycle,779465,CDP,918264,Municipality of Ilion,City,Europe,Greece,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,918366,City of Gradiška,City,Europe,Bosnia and Herzegovina,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,918430,Municipality of Athienou,City,Europe,Cyprus,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity",,
2025 Disclosure Cycle,779465,CDP,918783,City of Békéscsaba,City,Europe,Hungary,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,918804,City of Budaörs,City,Europe,Hungary,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,918805,City of Ajka,City,Europe,Hungary,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,919723,Alvesta Municipality,City,Europe,Sweden,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services",Alvesta konsumtionsbaserade utsläpp 2022.xlsx,https://konsumtionskompassen.se/kronoberg/alvesta
2025 Disclosure Cycle,779465,CDP,919724,Gällivare Municipality,City,Europe,Sweden,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services",hushållens-totala-utsläpp-över-tid.xlsx,We use \'Konsumtionskompassen\' \nhttps://konsumtionskompassen.se/norrbotten/gallivare
2025 Disclosure Cycle,779465,CDP,919730,Lambeth Council,City,UKWW,United Kingdom,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity",,
2025 Disclosure Cycle,779465,CDP,923490,Frutillar,City,Latin America,Chile,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,924780,City of Butuan,City,South East Asia & Oceania,Philippines,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,929491,Municipalidad de San Lucas Sacatepéquez,City,Latin America,Guatemala,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,929627,Lima Puluh Kota Regency,City,South East Asia & Oceania,Indonesia,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity",,
2025 Disclosure Cycle,779465,CDP,929630,Pasaman Regency,City,South East Asia & Oceania,Indonesia,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,929965,Çorlu Belediyesi,City,UKWW,Türkiye,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,929994,Uskudar Municipality,City,UKWW,Türkiye,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,930073,Quang Binh Province,City,South East Asia & Oceania,Viet Nam,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity",,
2025 Disclosure Cycle,779465,CDP,930254,Thua Thien Hue Province,City,South East Asia & Oceania,Viet Nam,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services","Báo cáo FNF_Final.pdf,Báo cáo FNF_Final.pdf","In 2023, the city's households generated an estimated 3,407,352 tons of CO₂e annually from food consumption, highlighting the urgent need for dietary shifts toward plant-based foods to mitigate environmental impact. Additionally, the substantial food waste of 23,658 tons per year — caused by impulsive shopping, poor meal planning, and improper storage — results in greenhouse gas emissions of 21,055 tons of CO₂e. \n2\tMethods\n2.1. Household survey using questionnaires\nThis method was used to collect household information regarding shopping habits, food consumption, and food waste management. To determine the sample size of surveyed households, Yamane's (1967) formula (Equation 1) was used with a default confidence level of 95%.\n \t\t(1)\nWhere: \n-\tn is the sample size.\n-\tN is the population of Hue City in 2023. \n-\te is the chosen margin of error.\nAccording to the Thua Thien Hue Statistical Yearbook 2024, the total number of households in Hue City (formerly Thua Thien Hue Province) is 284,524 [9]. Applying the above formula with a chosen margin of error of 5%, the calculated sample size was 399 households, rounded up to 400. \nTo avoid bias and ensure statistical representativeness of the surveyed households in Hue City, the stratified sampling technique was employed. The entire city of Hue was divided into strata based on geographical characteristics: mountainous areas, plains, and coastal areas. After dividing the population into strata, random sampling was conducted within each stratum: Nam Dong and A Luoi Rural Districts represent the mountainous areas, Thuan Hoa and Phu Xuan Districts stand for the plains, and Phu Loc and Phu Vang Rural Districts typify the coastal region \nThe survey targets official members of the households living in the houses surveyed, aged 18 and above, who are aware of the subject matter of the survey, actively participating in household food consumption, and can answer the survey questions.\nA questionnaire, which acted as a survey instrument, was formulated to collect primary household data. It was pretested on a sample of five households before being administered for data collection.\n2.2. Calculation of greenhouse gas emissions\nThe calculation of GHG emissions related to household food consumption involves a three-step process, considering the entire life cycle of food from production, processing, distribution, to consumption and disposal.\n1) Data Collection\nData on the types and amounts of food consumed by households over a defined period (daily or weekly) was obtained through the household survey described above\n2) Application of Emission Factors\nEach type of food is associated with its corresponding life cycle stages, such as production (cultivation, livestock farming, fishing, etc.), processing (cleaning, milling, canning, etc.), distribution (transportation, storage, retail, etc.), consumption (purchasing, preparation, eating, etc.), and waste management (composting, landfilling, etc.). \nGHG emissions based on the LCA per kilogram (referred to as emission factors) of basic food products, as established by Poore and Nemecek (2018), were used to calculate the GHG emissions of food across all stages of its life cycle.\n3) Estimation of greenhouse gas emissions\nThe emission factor for that item is multiplied by the corresponding quantity consumed to obtain the emissions linked to a particular food item. For each food item consumed by the household over the selected period (day/week/month/year), this method is repeated. The total GHG emissions resulting from a household's food consumption are calculated by summing emissions from all individual food items, as illustrated in formula 2. \nTotal GHG emissions = Σ (Emission factor_i * Quantity_i) \t(2)\nWhere: \n-\ti represents each life cycle stage or food item.\n-\tEmission factor_i is the average GHG emissions per unit for stage/item i.\n-\tQuantity_i is the amount of food item i consumed.\n 2.3. Data Analysis\nThe data collected from the questionnaire-based interview method and the GHG emission calculations were analyzed using the Data Analysis tool in MS Excel, specifically an add-in called Analysis ToolPak Plus. This tool was used to quickly calculate the mean value and the standard deviation (SD) related to the data.\n"
2025 Disclosure Cycle,779465,CDP,930257,Municipalidad de Puyo,City,Latin America,Ecuador,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,930270,Ilustre Municipalidad de Ancud,City,Latin America,Chile,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,930367,Municipio de Montecristi,City,Latin America,Ecuador,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but development of a consumption-based emissions inventory is in progress and will be reported next year",,
2025 Disclosure Cycle,779465,CDP,930413,Municipio de Santa Elena,City,Latin America,Ecuador,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,930502,San Francisco del Rincón,City,Latin America,Mexico,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,2012299,Warwick District Council,City,UKWW,United Kingdom,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,2027109,Ilustre Municipalidad De El Quisco,City,Latin America,Chile,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services",05. Inventario Comunal - Valparaiso (1).pdf,el inventario adjunto presenta un análisi por consumo energético
2025 Disclosure Cycle,779465,CDP,2027854,"City of Lafayette, IN",City,North America,United States of America,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity",,
2025 Disclosure Cycle,779465,CDP,2027876,Tual City,City,South East Asia & Oceania,Indonesia,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,2027926,Salinas,City,Latin America,Ecuador,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,2027928,La Joya de los Sachas,City,Latin America,Ecuador,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but development of a consumption-based emissions inventory is in progress and will be reported next year",,
2025 Disclosure Cycle,779465,CDP,2027930,Ahome,City,Latin America,Mexico,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
